,house_name,zone,meters,direction,decora,Elevator,floor,year,floorh,totalPrice,unitPrice
920,金马郦城 ,4室2厅,150.62平米,南西北,精装,无电梯,5,2005,中楼层,660,43819
921,月安花园邀月居 ,5室2厅,196.27平米,南北,精装,无电梯,6,2004,高楼层,600,30571
922,莱蒙水榭春天 ,3室2厅,117.44平米,南,精装,有电梯,18,2014,高楼层,570,48536
923,金马郦城 ,1室1厅,36.96平米,南,其他,无电梯,5,2009,中楼层,162,43832
924,虹苑新寓一村 ,2室1厅,65.08平米,南北,简装,无电梯,7,1996,高楼层,180,27659
925,兆园 ,2室1厅,69.2平米,南北,简装,无电梯,6,1995,高楼层,179,25868
926,湖心花园 ,2室1厅,48.93平米,北,简装,无电梯,7,1999,低楼层,171,34948
927,银河湾福苑 ,1室1厅,58.5平米,东北,简装,有电梯,11,2009,低楼层,245,41881
928,兆园 ,2室1厅,66.07平米,南,其他,无电梯,6,1995,中楼层,280,42380
929,雨润国际广场 ,1室1厅,80.59平米,北,其他,有电梯,27,2014,低楼层,310,38467
930,白鹭花园凤栖苑 ,2室1厅,52.95平米,东西,精装,无电梯,7,1998,中楼层,188,35506
931,星雨华府 ,1室2厅,72.44平米,南西,毛坯,有电梯,25,2014,中楼层,310,42795
932,星雨华府 ,4室2厅,192.02平米,南,毛坯,有电梯,25,2014,高楼层,820,42704
933,虹苑新寓一村 ,2室1厅,65.08平米,南北,简装,无电梯,7,1996,高楼层,180,27659
934,金马郦城 ,1室1厅,36.96平米,南,其他,无电梯,5,2009,中楼层,162,43832
935,中海塞纳丽舍东苑 ,4室2厅,171.46平米,南北,其他,有电梯,11,2007,低楼层,850,49575
936,润花园 ,2室2厅,86.09平米,南北,精装,有电梯,11,2006,低楼层,375,43560
937,苏建豪庭 ,3室2厅,107.8平米,南北,精装,有电梯,9,2005,低楼层,408,37848
938,白鹭花园莺歌苑 ,3室1厅,81.2平米,东南西,其他,无电梯,6,2000,中楼层,250,30789
939,左邻风度 ,2室2厅,110.92平米,东南,精装,有电梯,25,2005,低楼层,399,35972
940,仁恒江湾城二期 ,3室2厅,153.87平米,南北,其他,有电梯,32,2012,高楼层,850,55242
941,银城西堤国际六区 ,3室2厅,143.87平米,南北,其他,有电梯,18,2010,低楼层,625,43442
942,小庄子 ,3室1厅,81.2平米,南北,其他,NA,6,1998,低楼层,218,26848
943,南湖春晓嘉怡苑 ,3室2厅,130.58平米,南北,简装,无电梯,7,2002,低楼层,396,30327
944,莫愁大厦 ,3室2厅,137.5平米,南北,简装,NA,24,NA,中楼层,453,32946
945,名仕嘉园 ,1室1厅,36.11平米,北,简装,有电梯,22,2003,中楼层,110,30463
946,保利香槟国际 ,5室2厅,219.19平米,南北,精装,有电梯,18,2013,高楼层,1120,51098
947,保利香槟国际 ,4室2厅,199.12平米,南,精装,有电梯,18,2013,低楼层,950,47710
948,健园 ,3室1厅,74.64平米,南,简装,无电梯,6,1996,中楼层,220,29475
949,佳和园 ,3室1厅,86.55平米,南北,毛坯,有电梯,33,2009,高楼层,315,36396
950,嘉业阳光城天景苑一期 ,3室2厅,140.88平米,南,其他,有电梯,10,2009,中楼层,570,40460
951,碧瑶花园二期 ,1室0厅,48.69平米,北,其他,无电梯,3,2010,低楼层,233,47854
952,银城西堤国际一区 ,4室2厅,199.35平米,南北,其他,有电梯,18,2006,高楼层,925,46401
953,金马郦城 ,1室1厅,47.6平米,南,精装,无电梯,5,2009,中楼层,190,39916
954,宋都美域沁园 ,4室2厅,135.47平米,南北,毛坯,有电梯,11,2006,高楼层,600,44291
955,金地名京 ,2室2厅,62.01平米,东北,简装,有电梯,17,2010,高楼层,245,39510
956,积善新寓睦和园 ,2室2厅,78.99平米,南北,精装,无电梯,7,2003,低楼层,300,37980
957,城开怡家 ,3室2厅,122.5平米,南北,其他,有电梯,11,2005,低楼层,490,40000
958,仁恒江湾城一期 ,4室2厅,155.85平米,东南,其他,有电梯,33,2010,低楼层,800,51332
959,金基汇锦国际 ,2室1厅,48.95平米,南,其他,有电梯,12,2009,高楼层,285,58223
960,海峡城云璟湾 ,4室2厅,184.25平米,南,其他,NA,34,2016,低楼层,640,34736
961,湖心花园 ,4室2厅,145.6平米,南北,精装,NA,11,2002,中楼层,470,32281
962,名湖雅居 ,5室3厅,187平米,南,精装,NA,23,2005,高楼层,650,34760
963,云锦美地碧云居 ,4室2厅,127.12平米,南北,精装,无电梯,6,2005,中楼层,480,37760
964,金马郦城 ,1室1厅,43.57平米,南,精装,无电梯,3,2007,低楼层,148,33969
965,万达东坊 ,2室2厅,88.43平米,南北,精装,有电梯,8,2009,中楼层,360,40711
966,典雅居 ,4室2厅,79.26平米,南北,简装,无电梯,6,2000,高楼层,322,40626
967,滨江奥城观澜苑 ,2室2厅,96.81平米,南北,精装,有电梯,11,2008,低楼层,380,39253
968,爱达花园紫藤园 ,6室4厅,180.67平米,南北,其他,NA,12,2004,高楼层,630,34871
969,紫鑫国际公寓 ,1室1厅,51.65平米,南,精装,有电梯,27,2006,高楼层,168,32527
970,金地名京 ,1室0厅,44平米,东,精装,有电梯,17,2010,中楼层,190,43182
971,润花园 ,2室1厅,86.09平米,南,精装,有电梯,11,2006,低楼层,375,43560
972,云锦美地聚锦苑 ,3室2厅,123.46平米,南北,精装,无电梯,5,2005,中楼层,505,40904
973,月安花园歌月居 ,3室2厅,120.82平米,南北,精装,无电梯,6,2003,低楼层,470,38901
974,江南名府 ,2室2厅,87.44平米,南北,精装,无电梯,5,2003,中楼层,310,35453
975,仁恒G53 ,2室2厅,87.58平米,南北,精装,有电梯,18,2012,低楼层,435,49669
976,弘瑞广场 ,2室2厅,84.47平米,南北,精装,有电梯,11,2009,中楼层,357,42264
977,云河湾 ,2室2厅,95.79平米,南北,精装,有电梯,18,2006,中楼层,360,37583
978,拉德芳斯 ,3室2厅,140.9平米,南,简装,有电梯,18,2007,低楼层,640,45423
979,水西门大街87号 ,1室1厅,46.54平米,北,简装,有电梯,24,1999,高楼层,130,27933
980,虹苑新寓二村 ,3室2厅,78平米,南,简装,无电梯,7,1996,高楼层,230,29488
981,金马郦城 ,5室2厅,81.76平米,南北,精装,无电梯,5,2005,高楼层,498,60910
982,奥体新城翠杉园 ,2室1厅,80.56平米,南,精装,无电梯,5,2007,高楼层,440,54618
983,宋都美域沁园 ,4室2厅,130.37平米,南北,精装,有电梯,11,2006,低楼层,600,46023
984,吉庆家园逢春苑 ,3室2厅,116平米,南,简装,NA,6,2001,中楼层,400,34483
985,莲花嘉园 ,2室1厅,89.69平米,南,其他,NA,34,NA,低楼层,265,29547
986,银城西堤国际三区 ,4室2厅,140.36平米,南北,精装,有电梯,18,2009,中楼层,730,52010
987,典雅居 ,3室2厅,92.6平米,南,简装,无电梯,6,2000,低楼层,345,37258
988,钟鼎雅居 ,2室2厅,82.88平米,南,精装,有电梯,15,2013,高楼层,325,39214
989,天正滨江花园 ,4室2厅,261.65平米,南北,精装,有电梯,18,2012,高楼层,1300,49685
990,金马郦城 ,1室0厅,36.81平米,北,简装,无电梯,3,2005,低楼层,150,40750
991,兴元嘉园 ,3室2厅,108.53平米,南北,精装,有电梯,11,2007,低楼层,522,48098
992,茶花里 ,2室1厅,46.95平米,南北,其他,无电梯,6,1988,高楼层,148,31523
993,奥体新城清竹园 ,7室2厅,234.33平米,南北,其他,有电梯,11,2005,中楼层,1053,44937
994,滨江奥城听雨苑 ,3室2厅,103.44平米,南北,精装,无电梯,5,2005,中楼层,459,44374
995,东升村 ,2室1厅,69.4平米,南北,其他,有电梯,7,1991,低楼层,190,27378
996,典雅居 ,3室2厅,92.6平米,南,简装,无电梯,6,2000,低楼层,345,37258
997,钟鼎雅居 ,2室2厅,82.88平米,南,精装,有电梯,15,2013,高楼层,325,39214
998,左邻风度 ,3室2厅,150.18平米,南北,精装,有电梯,25,2005,中楼层,560,37289
999,兴达新寓二村 ,2室1厅,62.33平米,南北,其他,无电梯,7,1999,低楼层,210,33692
1000,今日家园丹桂居 ,2室1厅,59.73平米,南北,简装,NA,7,2002,中楼层,180,30136
1001,安康村 ,2室1厅,56.09平米,南北,简装,无电梯,7,1994,中楼层,168,29952
1002,云锦美地汇锦苑 ,4室2厅,210.34平米,南北,精装,有电梯,11,2006,高楼层,736,34991
1003,保利香槟国际 ,3室2厅,140.16平米,南北,毛坯,有电梯,18,2013,高楼层,650,46376
1004,万达西地二期 ,2室2厅,81.19平米,南,精装,有电梯,28,2009,高楼层,320,39414
1005,真园 ,2室1厅,65.26平米,南北,简装,无电梯,7,1996,中楼层,195,29881
1006,嘉业阳光城天景苑一期 ,3室1厅,139.25平米,南西北,其他,有电梯,18,2009,中楼层,580,41652
1007,德盈大厦 ,2室1厅,58.66平米,北,其他,有电梯,21,2006,低楼层,330,56257
1008,凤凰和熙二期 ,5室3厅,151.63平米,南,精装,有电梯,18,2014,高楼层,1200,79141
1009,安康村 ,3室1厅,66.55平米,南北,其他,无电梯,5,1994,中楼层,188,28250
1010,仁恒国际公寓 ,2室2厅,143平米,南,精装,有电梯,44,2006,低楼层,715,50000
1011,康福村 ,3室1厅,50.8平米,南北,简装,NA,6,NA,高楼层,155,30512
1012,融侨中央花园1期 ,2室2厅,89.86平米,南,其他,有电梯,18,2009,高楼层,386,42956
1013,涟城 ,5室2厅,301.29平米,南,精装,NA,33,2016,低楼层,1110,36842
1014,金马郦城 ,6室2厅,108.36平米,南,精装,无电梯,5,2005,中楼层,530,48912
1015,五矿御江金城 ,4室3厅,298.89平米,南北,精装,有电梯,33,2012,高楼层,1380,46171
1016,吉庆家园百花苑别墅 ,叠拼别墅,4室2厅,148.6平米,南北,精装,4,2004,上叠(,580,39031
1017,中海塞纳丽舍西苑 ,3室2厅,115平米,南,其他,有电梯,11,2005,低楼层,570,49566
1018,拉德芳斯 ,3室2厅,140.43平米,南北,精装,有电梯,18,2007,中楼层,620,44151
1019,拓园 ,1室1厅,37.13平米,南北,毛坯,无电梯,6,1996,低楼层,126,33935
1020,华园 ,独栋别墅,10室2厅,442.99平米,南北,简装,4,1993,4层1,2000,45148
1021,天顺大厦 ,3室2厅,124.87平米,南北,简装,NA,18,NA,高楼层,399,31954
1022,嘉业阳光城天景苑一期 ,3室2厅,140.46平米,南,精装,有电梯,15,2009,高楼层,580,41293
1023,典雅居 ,4室2厅,79.2平米,南北,精装,无电梯,6,2000,高楼层,330,41667
1024,奥体新城丹枫园 ,5室2厅,161.22平米,南,其他,有电梯,11,2008,高楼层,820,50863
1025,涟城 ,4室2厅,177.57平米,南,精装,NA,33,2016,高楼层,760,42801
1026,爱达花园兰花园 ,3室1厅,84.62平米,南北,简装,无电梯,7,1996,高楼层,215,25408
1027,铂领公寓 ,2室2厅,92.14平米,南,精装,有电梯,11,2007,低楼层,295,32017
1028,东渡新锐大厦 ,2室1厅,59.29平米,西南,精装,有电梯,22,2005,中楼层,260,43853
1029,五矿御江金城 ,2室2厅,89.78平米,南北,毛坯,有电梯,24,2012,低楼层,395,43997
1030,奥体新城海棠园 ,3室2厅,120.83平米,南,其他,NA,7,2010,低楼层,580,48002
1031,长虹路389号 ,2室2厅,68平米,南北,精装,无电梯,5,1984,低楼层,235,34559
1032,星雨华府 ,3室2厅,129.73平米,南北,精装,有电梯,25,2008,低楼层,590,45480
1033,银城西堤国际一区 ,3室2厅,143.72平米,南北,精装,有电梯,18,2005,低楼层,595,41400
1034,拓园 ,2室1厅,65.13平米,南,简装,有电梯,7,1996,高楼层,176,27023
1035,华润悦府 ,4室2厅,288.71平米,南北,精装,有电梯,28,2014,低楼层,1500,51956
1036,宏普捷座 ,2室2厅,50平米,北,精装,有电梯,20,2009,低楼层,238,47600
1037,金地名京 ,2室1厅,62.59平米,东西,精装,有电梯,17,2010,中楼层,270,43138
1038,安民村 ,2室1厅,57.14平米,南北,简装,无电梯,6,1993,低楼层,182,31852
1039,天顺苑 ,2室2厅,75.6平米,南北,简装,无电梯,6,2000,中楼层,265,35053
1040,佳和园 ,2室2厅,78.16平米,南,其他,有电梯,33,2009,低楼层,300,38383
1041,仁恒江湾城一期 ,4室2厅,218.48平米,南北,精装,有电梯,31,2010,高楼层,1155,52866
1042,万达东坊 ,3室2厅,137.07平米,南西北,精装,有电梯,8,2009,低楼层,460,33560
1043,美丽嘉园 ,3室2厅,123.48平米,南北,精装,有电梯,11,2002,中楼层,465,37658
1044,悦达新寓 ,3室2厅,128.42平米,南,精装,有电梯,7,2000,中楼层,386,30058
1045,金基汇锦国际 ,2室2厅,50.3平米,南北,精装,有电梯,12,2009,低楼层,280,55667
1046,名仕嘉园 ,3室2厅,128.58平米,南,精装,有电梯,20,2005,中楼层,428,33287
1047,保利香槟国际 ,3室2厅,141.08平米,南北,精装,有电梯,17,2013,低楼层,650,46074
1048,银城西堤国际一区 ,2室1厅,96.99平米,南,精装,有电梯,18,2006,低楼层,475,48975
1049,金地名京 ,2室2厅,67.37平米,东西,精装,有电梯,17,2010,中楼层,280,41562
1050,万达西地二期 ,2室2厅,81.19平米,南,精装,有电梯,28,2009,中楼层,350,43109
1051,仁恒江湾城一期 ,4室2厅,218.48平米,南北,精装,有电梯,31,2010,高楼层,1155,52866
1052,奥体新城青桐园 ,3室2厅,136.1平米,南北,毛坯,有电梯,18,2011,低楼层,620,45555
1053,栖庭 ,3室2厅,133.41平米,南北,精装,有电梯,18,2010,高楼层,660,49472
1054,奥体新城丹枫园 ,5室2厅,215.6平米,南北,简装,无电梯,4,2008,高楼层,980,45455
1055,万达东坊 ,2室1厅,69.94平米,西北,简装,有电梯,8,2009,中楼层,263,37604
1056,苏建豪庭 ,3室3厅,131.73平米,南北,精装,无电梯,6,2005,高楼层,485,36818
1057,保利香槟国际 ,3室2厅,141.36平米,南,精装,有电梯,18,2013,低楼层,620,43860
1058,嘉业阳光城云景苑二期 ,4室2厅,157.53平米,南北,毛坯,有电梯,14,2009,低楼层,600,38088
1059,华润悦府 ,5室2厅,239.88平米,南北,精装,有电梯,32,2014,高楼层,1434,59780
1060,名仕嘉园 ,3室2厅,111.32平米,西南,精装,有电梯,22,2003,低楼层,378,33957
1061,江南名府 ,5室3厅,181平米,南北,精装,无电梯,6,2003,高楼层,510,28177
1062,天都芳庭 ,3室2厅,133.54平米,南北,精装,NA,11,2003,中楼层,430,32201
1063,万达公寓 ,1室0厅,63.62平米,东,其他,NA,8,2009,中楼层,130,20434
1064,兴隆新寓兴宏园 ,3室2厅,113.1平米,南北,其他,无电梯,7,2000,高楼层,380,33599
1065,滨江奥城观澜苑 ,5室2厅,223.89平米,南北,毛坯,有电梯,11,2008,高楼层,740,33052
1066,德盈大厦 ,1室1厅,55.73平米,南,简装,有电梯,21,2006,高楼层,215,38579
1067,拉德芳斯 ,2室2厅,95平米,南,精装,有电梯,15,2007,低楼层,435,45790
1068,金虹花园 ,3室2厅,119.94平米,南北,其他,无电梯,6,2003,低楼层,400,33351
1069,华润悦府 ,5室2厅,239.19平米,南北,其他,有电梯,32,2014,高楼层,1300,54351
1070,中北品尚 ,2室2厅,69.37平米,南,精装,有电梯,18,2011,中楼层,335,48292
1071,美丽嘉园 ,3室2厅,93.7平米,南北,精装,无电梯,6,2002,高楼层,385,41089
1072,今日家园丹桂居 ,3室1厅,59.79平米,南北,简装,无电梯,7,2002,高楼层,205,34287
1073,今日家园丹桂居 ,3室2厅,129.48平米,南北,精装,有电梯,10,1999,中楼层,450,34755
1074,城开怡家 ,3室2厅,113.47平米,南北,其他,有电梯,11,2005,高楼层,450,39659
1075,湖心花园 ,3室1厅,131平米,南北,其他,有电梯,11,2002,中楼层,430,32825
1076,华润悦府 ,4室2厅,188.7平米,南北,其他,有电梯,32,2014,中楼层,890,47165
1077,茶花里 ,2室1厅,70.35平米,南北,其他,无电梯,7,1996,低楼层,260,36959
1078,电站村 ,3室1厅,87.85平米,西北,其他,NA,6,1989,低楼层,230,26181
1079,月安花园邀月居 ,3室2厅,136.7平米,南北,其他,无电梯,6,2004,高楼层,526,38479
1080,电站村 ,2室1厅,55平米,南北,毛坯,NA,6,1989,高楼层,130,23637
1081,茶花里 ,2室1厅,70.35平米,南北,其他,无电梯,7,1996,低楼层,260,36959
1082,电站村 ,3室1厅,87.85平米,西北,其他,NA,6,1989,低楼层,230,26181
1083,天正滨江花园 ,3室2厅,183.46平米,南北,精装,有电梯,18,2011,低楼层,898,48948
1084,金虹花园 ,2室2厅,79.71平米,南北,其他,无电梯,6,2003,中楼层,285,35755
1085,弘瑞广场 ,2室2厅,75.9平米,南北,其他,有电梯,10,2009,高楼层,318,41898
1086,招商雍华府 ,2室2厅,95.17平米,南北,其他,NA,29,2014,高楼层,426,44763
1087,莫愁东寓 ,1室1厅,40.64平米,南,简装,NA,7,1997,高楼层,116,28544
1088,白鹭花园莺歌苑 ,2室1厅,65.06平米,南北,精装,无电梯,7,2000,中楼层,240,36890
1089,南湖春晓嘉怡苑 ,6室3厅,221.56平米,南北,精装,无电梯,6,2002,高楼层,598,26991
1090,双和园 ,3室1厅,95平米,南,简装,有电梯,11,2005,低楼层,340,35790
1091,虹苑新寓五村 ,2室1厅,40.59平米,南北,简装,NA,7,1998,低楼层,148,36463
1092,奥体新城青桐园 ,2室2厅,90.11平米,南,简装,有电梯,18,2011,中楼层,420,46610
1093,白鹭花园莺歌苑 ,2室1厅,63.19平米,东南北,其他,无电梯,7,2000,高楼层,200,31651
1094,爱达花园紫藤园 ,3室2厅,124.56平米,南,精装,无电梯,6,2004,中楼层,350,28099
1095,仁恒国际公寓 ,2室2厅,144.88平米,西,精装,有电梯,44,2006,低楼层,560,38653
1096,宏普捷座 ,2室1厅,41.55平米,南,简装,有电梯,20,2009,中楼层,190,45729
1097,滨江奥城听雨苑 ,4室2厅,183.62平米,南北,精装,无电梯,5,2005,中楼层,680,37034
1098,金地名京 ,3室2厅,143.15平米,南北,精装,有电梯,11,2010,高楼层,700,48900
1099,万达西地一期 ,2室2厅,88.55平米,南北,毛坯,有电梯,28,2009,低楼层,328,37042
1100,银城西堤国际一区 ,5室3厅,204.5平米,南北,精装,有电梯,12,2006,高楼层,950,46455
1101,湖西庭园 ,5室3厅,139.51平米,东南北,精装,NA,9,NA,高楼层,630,45159
1102,莱蒙水榭春天 ,3室2厅,120.86平米,南北,精装,有电梯,26,2014,高楼层,580,47990
1103,茶亭村 ,3室1厅,69.13平米,南北,简装,无电梯,6,1988,高楼层,168,24303
1104,金陵世家 ,4室4厅,223.69平米,南北,其他,无电梯,6,2001,高楼层,620,27717
1105,拓园 ,2室1厅,61.94平米,西北,精装,有电梯,7,1996,高楼层,168,27124
1106,保利香槟国际 ,4室3厅,195平米,南,毛坯,有电梯,18,2011,低楼层,812,41642
1107,中泰国际广场 ,3室2厅,153.35平米,南北,其他,有电梯,35,2006,中楼层,476,31041
1108,月安花园揽月居 ,3室2厅,137.29平米,南西,精装,有电梯,12,2005,低楼层,489,35619
1109,腾达雅苑 ,4室2厅,132.17平米,南北,简装,NA,6,2002,高楼层,385,29130
1110,真园 ,3室2厅,65.48平米,南,其他,无电梯,7,1996,高楼层,215,32835
1111,虹苑新寓一村 ,2室1厅,58.96平米,南北,简装,无电梯,7,1996,高楼层,150,25441
1112,金地名京 ,2室2厅,65.87平米,南北,精装,有电梯,11,2010,低楼层,390,59208
1113,金马郦城 ,4室2厅,84.64平米,南,简装,无电梯,5,2005,高楼层,460,54348
1114,安国村 ,3室1厅,67.83平米,南北,精装,无电梯,6,1988,高楼层,168,24768
1115,滨江奥城观澜苑 ,3室2厅,135.51平米,南北,其他,有电梯,19,2008,中楼层,555,40957
1116,金地名京 ,2室2厅,73.86平米,东西,精装,有电梯,17,2010,中楼层,315,42649
1117,典雅居 ,4室1厅,116.84平米,南北,精装,无电梯,6,2000,低楼层,438,37488
1118,凤凰和熙一期 ,2室2厅,88.68平米,南,简装,NA,18,2009,低楼层,420,47362
1119,积贤雅苑 ,3室1厅,89.1平米,西北,毛坯,有电梯,31,2014,低楼层,330,37038
1120,万科光明城市东苑 ,4室2厅,166.21平米,南北,精装,有电梯,18,2007,低楼层,770,46327
1121,万达西地二期 ,2室2厅,70.36平米,西北,精装,有电梯,28,2009,低楼层,305,43349
